Session,Subject,GovStructure,Game,interactionDraw,interaction,Period,Partnership,Profit,Matchpay,Finished,Choice,Terminator,PartnerChoice.Poc,PTc,gplay,simplay,Age,Gender
10,23,3-player,CG,2,4,7,2,6.5,45.5,0,C,0,C,C,1,1,22,Male
10,23,3-player,CG,2,1,18,6,6.5,117,0,C,0,C,C,1,1,22,Male
10,23,3-player,CG,2,4,6,2,6.5,39,0,C,0,C,C,1,1,22,Male
10,23,3-player,CG,2,1,4,6,6.5,26,0,C,0,C,C,1,1,22,Male
10,23,3-player,CG,2,6,21,3,6.5,136.5,0,C,0,C,C,1,1,22,Male
10,23,3-player,CG,2,6,2,3,6.5,13,0,C,0,C,C,1,1,22,Male
10,23,3-player,CG,2,6,20,3,6.5,130,0,C,0,C,C,1,1,22,Male
10,23,3-player,CG,2,6,1,3,6.5,6.5,0,C,0,C,C,1,1,22,Male
10,23,3-player,CG,2,2,1,8,6.5,6.5,0,C,0,C,C,1,1,22,Male
10,23,3-player,CG,2,6,5,3,6.5,32.5,0,C,0,C,C,1,1,22,Male
10,23,3-player,CG,2,4,8,2,6.5,52,0,C,0,C,C,1,1,22,Male
10,23,3-player,CG,2,6,4,3,6.5,26,0,C,0,C,C,1,1,22,Male
10,23,3-player,CG,2,5,10,3,6.5,65,0,C,0,C,C,1,1,22,Male
10,23,3-player,CG,2,6,3,3,6.5,19.5,0,C,0,C,C,1,1,22,Male
10,23,3-player,CG,2,6,19,3,6.5,123.5,0,C,0,C,C,1,1,22,Male
10,23,3-player,CG,2,4,10,2,6.5,65,0,C,0,C,C,1,1,22,Male
10,23,3-player,CG,2,1,5,6,6.5,32.5,0,C,0,C,C,1,1,22,Male
10,24,3-player,CG,2,5,16,4,6.5,104,0,C,0,C,C,1,1,44,Female
10,24,3-player,CG,2,5,1,4,6.5,6.5,0,C,0,C,C,1,1,44,Female
10,24,3-player,CG,2,4,6,8,6.5,39,0,C,0,C,C,1,1,44,Female
10,24,3-player,CG,2,6,11,4,6.5,71.5,0,C,0,C,C,1,1,44,Female
10,24,3-player,CG,2,1,16,4,6.5,104,0,C,0,C,C,1,1,44,Female
10,24,3-player,CG,2,1,11,4,6.5,71.5,0,C,0,C,C,1,1,44,Female
10,24,3-player,CG,2,6,6,4,6.5,39,0,C,0,C,C,1,1,44,Female
10,24,3-player,CG,2,1,1,4,6.5,6.5,0,C,0,C,C,1,1,44,Female
10,24,3-player,CG,2,5,6,4,6.5,39,0,C,0,C,C,1,1,44,Female
10,24,3-player,CG,2,4,11,8,6.5,71.5,0,C,0,C,C,1,1,44,Female
10,24,3-player,CG,2,5,2,4,6.5,13,0,C,0,C,C,1,1,44,Female
10,24,3-player,CG,2,6,12,4,6.5,78,0,C,0,C,C,1,1,44,Female
10,24,3-player,CG,2,6,7,4,6.5,45.5,0,C,0,C,C,1,1,44,Female
10,24,3-player,CG,2,6,16,4,6.5,104,0,C,0,C,C,1,1,44,Female
10,24,3-player,CG,2,1,17,4,6.5,110.5,0,C,0,C,C,1,1,44,Female
10,24,3-player,CG,2,5,17,4,6.5,110.5,0,C,0,C,C,1,1,44,Female
10,24,3-player,CG,2,5,8,4,6.5,52,0,C,0,C,C,1,1,44,Female
10,24,3-player,CG,2,5,3,4,6.5,19.5,0,C,0,C,C,1,1,44,Female
10,24,3-player,CG,2,1,2,4,6.5,13,0,C,0,C,C,1,1,44,Female
10,24,3-player,CG,2,5,11,4,6.5,71.5,0,C,0,C,C,1,1,44,Female
10,24,3-player,CG,2,4,12,8,6.5,78,0,C,0,C,C,1,1,44,Female
10,24,3-player,CG,2,4,8,8,6.5,52,0,C,0,C,C,1,1,44,Female
10,24,3-player,CG,2,6,13,4,6.5,84.5,0,C,0,C,C,1,1,44,Female
10,24,3-player,CG,2,4,7,8,6.5,45.5,0,C,0,C,C,1,1,44,Female
10,24,3-player,CG,2,6,17,4,6.5,110.5,0,C,0,C,C,1,1,44,Female
10,24,3-player,CG,2,1,18,4,6.5,117,0,C,0,C,C,1,1,44,Female
10,24,3-player,CG,2,5,18,4,6.5,117,0,C,0,C,C,1,1,44,Female
10,24,3-player,CG,2,4,1,8,6.5,6.5,0,C,0,C,C,1,1,44,Female
10,24,3-player,CG,2,1,12,4,6.5,78,0,C,0,C,C,1,1,44,Female
10,24,3-player,CG,2,1,3,4,6.5,19.5,0,C,0,C,C,1,1,44,Female
10,24,3-player,CG,2,5,12,4,6.5,78,0,C,0,C,C,1,1,44,Female
10,24,3-player,CG,2,4,13,8,6.5,84.5,0,C,0,C,C,1,1,44,Female
10,24,3-player,CG,2,5,7,4,6.5,45.5,0,C,0,C,C,1,1,44,Female
10,24,3-player,CG,2,6,14,4,6.5,91,0,C,0,C,C,1,1,44,Female
10,24,3-player,CG,2,6,9,4,6.5,58.5,0,C,0,C,C,1,1,44,Female
10,24,3-player,CG,2,4,3,8,6.5,19.5,0,C,0,C,C,1,1,44,Female
10,24,3-player,CG,2,6,8,4,6.5,52,0,C,0,C,C,1,1,44,Female
10,24,3-player,CG,2,5,19,4,6.5,123.5,0,C,0,C,C,1,1,44,Female
10,24,3-player,CG,2,4,2,8,6.5,13,0,C,0,C,C,1,1,44,Female
10,24,3-player,CG,2,1,13,4,6.5,84.5,0,C,0,C,C,1,1,44,Female
10,24,3-player,CG,2,5,9,4,6.5,58.5,0,C,0,C,C,1,1,44,Female
10,24,3-player,CG,2,5,4,4,6.5,26,0,C,0,C,C,1,1,44,Female
10,24,3-player,CG,2,4,14,8,6.5,91,0,C,0,C,C,1,1,44,Female
10,24,3-player,CG,2,1,7,4,6.5,45.5,0,C,0,C,C,1,1,44,Female
10,24,3-player,CG,2,6,1,4,6.5,6.5,0,C,0,C,C,1,1,44,Female
10,24,3-player,CG,2,4,9,8,6.5,58.5,0,C,0,C,C,1,1,44,Female
10,24,3-player,CG,2,4,4,8,6.5,26,0,C,0,C,C,1,1,44,Female
10,24,3-player,CG,2,3,1,5,0.5,0.5,0,C,0,nC,C,2,2,44,Female
10,24,3-player,CG,2,6,18,4,6.5,117,0,C,0,C,C,1,1,44,Female
10,24,3-player,CG,2,1,19,4,6.5,123.5,0,C,0,C,C,1,1,44,Female
10,24,3-player,CG,2,1,14,4,6.5,91,0,C,0,C,C,1,1,44,Female
10,24,3-player,CG,2,1,9,4,6.5,58.5,0,C,0,C,C,1,1,44,Female
10,24,3-player,CG,2,6,3,4,6.5,19.5,0,C,0,C,C,1,1,44,Female
10,24,3-player,CG,2,1,4,4,6.5,26,0,C,0,C,C,1,1,44,Female
10,24,3-player,CG,2,5,13,4,6.5,84.5,0,C,0,C,C,1,1,44,Female
10,24,3-player,CG,2,2,2,6,6.5,13,0,C,0,C,C,1,1,44,Female
10,24,3-player,CG,2,6,20,4,6.5,130,0,C,0,C,C,1,1,44,Female
10,24,3-player,CG,2,6,15,4,6.5,97.5,0,C,0,C,C,1,1,44,Female
10,24,3-player,CG,2,6,10,4,6.5,65,0,C,0,C,C,1,1,44,Female
10,24,3-player,CG,2,1,6,4,6.5,39,0,C,0,C,C,1,1,44,Female
10,24,3-player,CG,2,6,5,4,6.5,32.5,0,C,0,C,C,1,1,44,Female
10,24,3-player,CG,2,5,20,4,6.5,130,0,C,0,C,C,1,1,44,Female
10,24,3-player,CG,2,5,15,4,6.5,97.5,0,C,0,C,C,1,1,44,Female
10,24,3-player,CG,2,2,4,6,6.5,26,0,C,0,C,C,1,1,44,Female
10,24,3-player,CG,2,5,10,4,6.5,65,0,C,0,C,C,1,1,44,Female
10,24,3-player,CG,2,5,5,4,6.5,32.5,0,C,0,C,C,1,1,44,Female
10,24,3-player,CG,2,4,15,8,6.5,97.5,0,C,0,C,C,1,1,44,Female
10,24,3-player,CG,2,1,8,4,6.5,52,0,C,0,C,C,1,1,44,Female
10,24,3-player,CG,2,6,2,4,6.5,13,0,C,0,C,C,1,1,44,Female
10,24,3-player,CG,2,4,10,8,6.5,65,0,C,0,C,C,1,1,44,Female
10,24,3-player,CG,2,4,5,8,6.5,32.5,0,C,0,C,C,1,1,44,Female
10,24,3-player,CG,2,3,2,5,0.5,1,0,C,0,nC,C,2,2,44,Female
10,24,3-player,CG,2,6,19,4,6.5,123.5,0,C,0,C,C,1,1,44,Female
10,24,3-player,CG,2,2,1,6,6.5,6.5,0,C,0,C,C,1,1,44,Female
10,24,3-player,CG,2,1,15,4,6.5,97.5,0,C,0,C,C,1,1,44,Female
10,24,3-player,CG,2,1,10,4,6.5,65,0,C,0,C,C,1,1,44,Female
10,24,3-player,CG,2,6,4,4,6.5,26,0,C,0,C,C,1,1,44,Female
10,24,3-player,CG,2,1,5,4,6.5,32.5,0,C,0,C,C,1,1,44,Female
10,24,3-player,CG,2,5,14,4,6.5,91,0,C,0,C,C,1,1,44,Female
10,24,3-player,CG,2,2,3,6,6.5,19.5,0,C,0,C,C,1,1,44,Female
10,24,3-player,CG,2,6,21,4,6.5,136.5,0,C,0,C,C,1,1,44,Female
10,3,3-player,CG,2,1,5,4,6.5,32.5,0,C,0,C,C,1,1,21,Female
10,3,3-player,CG,2,1,2,4,6.5,13,0,C,0,C,C,1,1,21,Female
10,3,3-player,CG,2,1,1,4,6.5,6.5,0,C,0,C,C,1,1,21,Female
10,3,3-player,CG,2,6,17,5,6.5,110.5,0,C,0,C,C,1,1,21,Female
10,3,3-player,CG,2,1,4,4,6.5,26,0,C,0,C,C,1,1,21,Female
10,3,3-player,CG,2,1,3,4,6.5,19.5,0,C,0,C,C,1,1,21,Female
10,3,3-player,CG,2,6,19,5,6.5,123.5,0,C,0,C,C,1,1,21,Female
10,3,3-player,CG,2,5,15,7,6.5,97.5,0,C,0,C,C,1,1,21,Female
10,3,3-player,CG,2,5,8,7,6.5,52,0,C,0,C,C,1,1,21,Female
10,3,3-player,CG,2,6,18,5,6.5,117,0,C,0,C,C,1,1,21,Female
10,3,3-player,CG,2,2,3,2,6.5,19.5,0,C,0,C,C,1,1,21,Female
10,3,3-player,CG,2,5,12,7,6.5,78,0,C,0,C,C,1,1,21,Female
10,3,3-player,CG,2,1,6,4,6.5,39,0,C,0,C,C,1,1,21,Female
10,3,3-player,CG,2,6,20,5,6.5,130,0,C,0,C,C,1,1,21,Female
10,3,3-player,CG,2,4,8,7,2.5,19,4,E-,1,E-,E-,9,6,21,Female
10,3,3-player,CG,2,5,10,7,6.5,65,0,C,0,C,C,1,1,21,Female
10,3,3-player,CG,2,6,4,5,6.5,26,0,C,0,C,C,1,1,21,Female
10,3,3-player,CG,2,2,4,2,6.5,26,0,C,0,C,C,1,1,21,Female
10,3,3-player,CG,2,5,9,7,6.5,58.5,0,C,0,C,C,1,1,21,Female
10,3,3-player,CG,2,5,14,7,6.5,91,0,C,0,C,C,1,1,21,Female
10,3,3-player,CG,2,6,2,5,6.5,13,0,C,0,C,C,1,1,21,Female
10,3,3-player,CG,2,1,8,4,6.5,52,0,C,0,C,C,1,1,21,Female
10,3,3-player,CG,2,4,10,7,2.5,24,4,E-,1,E-,E-,9,6,21,Female
10,3,3-player,CG,2,5,7,7,6.5,45.5,0,C,0,C,C,1,1,21,Female
10,3,3-player,CG,2,4,14,7,2.5,34,4,E-,1,E-,E-,9,6,21,Female
10,3,3-player,CG,2,3,2,8,0.5,1,0,C,0,nC,C,2,2,21,Female
10,3,3-player,CG,2,5,11,7,6.5,71.5,0,C,0,C,C,1,1,21,Female
10,3,3-player,CG,2,5,16,7,6.5,104,0,C,0,C,C,1,1,21,Female
10,3,3-player,CG,2,4,12,7,2.5,29,4,E-,1,E-,E-,9,6,21,Female
10,3,3-player,CG,2,1,19,4,6.5,123.5,0,C,0,C,C,1,1,21,Female
10,3,3-player,CG,2,4,7,7,2.5,16.5,4,E-,1,E-,E-,9,6,21,Female
10,3,3-player,CG,2,6,3,5,6.5,19.5,0,C,0,C,C,1,1,21,Female
10,3,3-player,CG,2,1,9,4,6.5,58.5,0,C,0,C,C,1,1,21,Female
10,3,3-player,CG,2,6,21,5,6.5,136.5,0,C,0,C,C,1,1,21,Female
10,3,3-player,CG,2,1,17,4,6.5,110.5,0,C,0,C,C,1,1,21,Female
10,3,3-player,CG,2,5,13,7,6.5,84.5,0,C,0,C,C,1,1,21,Female
10,3,3-player,CG,2,1,7,4,6.5,45.5,0,C,0,C,C,1,1,21,Female
10,3,3-player,CG,2,2,2,2,6.5,13,0,C,0,C,C,1,1,21,Female
10,3,3-player,CG,2,4,9,7,2.5,21.5,4,E-,1,E-,E-,9,6,21,Female
10,3,3-player,CG,2,4,13,7,2.5,31.5,4,E-,1,E-,E-,9,6,21,Female
10,3,3-player,CG,2,6,5,5,6.5,32.5,0,C,0,C,C,1,1,21,Female
10,3,3-player,CG,2,3,1,8,0.5,0.5,0,C,0,nC,C,2,2,21,Female
10,3,3-player,CG,2,6,9,5,6.5,58.5,0,C,0,C,C,1,1,21,Female
10,3,3-player,CG,2,5,20,7,6.5,130,0,C,0,C,C,1,1,21,Female
10,3,3-player,CG,2,1,18,4,6.5,117,0,C,0,C,C,1,1,21,Female
10,3,3-player,CG,2,6,8,5,6.5,52,0,C,0,C,C,1,1,21,Female
10,3,3-player,CG,2,4,11,7,2.5,26.5,4,E-,1,E-,E-,9,6,21,Female
10,3,3-player,CG,2,6,7,5,6.5,45.5,0,C,0,C,C,1,1,21,Female
10,3,3-player,CG,2,4,15,7,2.5,36.5,4,E-,1,E-,E-,9,6,21,Female
10,3,3-player,CG,2,4,1,7,0.5,0.5,0,C,0,nC,C,2,2,21,Female
10,3,3-player,CG,2,6,11,5,6.5,71.5,0,C,0,C,C,1,1,21,Female
10,3,3-player,CG,2,5,17,7,6.5,110.5,0,C,0,C,C,1,1,21,Female
10,3,3-player,CG,2,2,1,2,6.5,6.5,0,C,0,C,C,1,1,21,Female
10,3,3-player,CG,2,6,10,5,6.5,65,0,C,0,C,C,1,1,21,Female
10,3,3-player,CG,2,6,1,5,6.5,6.5,0,C,0,C,C,1,1,21,Female
10,3,3-player,CG,2,4,4,7,2.5,9,4,E,1,nC,E,7,5,21,Female
10,3,3-player,CG,2,1,10,4,6.5,65,0,C,0,C,C,1,1,21,Female
10,3,3-player,CG,2,4,3,7,2,6.5,0,nC,0,nC,nC,6,4,21,Female
10,3,3-player,CG,2,1,15,4,6.5,97.5,0,C,0,C,C,1,1,21,Female
10,3,3-player,CG,2,5,19,7,6.5,123.5,0,C,0,C,C,1,1,21,Female
10,3,3-player,CG,2,4,2,7,4,4.5,0,nC,0,nC,C,5,3,21,Female
10,3,3-player,CG,2,6,12,5,6.5,78,0,C,0,C,C,1,1,21,Female
10,3,3-player,CG,2,5,18,7,6.5,117,0,C,0,C,C,1,1,21,Female
10,3,3-player,CG,2,4,6,7,2.5,14,4,E-,1,E-,E-,9,6,21,Female
10,3,3-player,CG,2,6,6,5,6.5,39,0,C,0,C,C,1,1,21,Female
10,3,3-player,CG,2,4,5,7,2.5,11.5,4,E-,1,E-,E-,9,6,21,Female
10,3,3-player,CG,2,5,4,7,6.5,26,0,C,0,C,C,1,1,21,Female
10,3,3-player,CG,2,1,11,4,6.5,71.5,0,C,0,C,C,1,1,21,Female
10,3,3-player,CG,2,5,3,7,6.5,19.5,0,C,0,C,C,1,1,21,Female
10,3,3-player,CG,2,6,14,5,6.5,91,0,C,0,C,C,1,1,21,Female
10,3,3-player,CG,2,5,2,7,6.5,13,0,C,0,C,C,1,1,21,Female
10,3,3-player,CG,2,1,13,4,6.5,84.5,0,C,0,C,C,1,1,21,Female
10,3,3-player,CG,2,5,1,7,6.5,6.5,0,C,0,C,C,1,1,21,Female
10,3,3-player,CG,2,1,14,4,6.5,91,0,C,0,C,C,1,1,21,Female
10,3,3-player,CG,2,5,6,7,6.5,39,0,C,0,C,C,1,1,21,Female
10,3,3-player,CG,2,5,5,7,6.5,32.5,0,C,0,C,C,1,1,21,Female
10,3,3-player,CG,2,6,16,5,6.5,104,0,C,0,C,C,1,1,21,Female
10,3,3-player,CG,2,1,12,4,6.5,78,0,C,0,C,C,1,1,21,Female
10,3,3-player,CG,2,6,15,5,6.5,97.5,0,C,0,C,C,1,1,21,Female
10,3,3-player,CG,2,6,13,5,6.5,84.5,0,C,0,C,C,1,1,21,Female
10,3,3-player,CG,2,1,16,4,6.5,104,0,C,0,C,C,1,1,21,Female
10,4,3-player,CG,2,5,10,1,2.5,35.5,4,E-,0,E-,E-,9,6,20,Female
10,4,3-player,CG,2,5,7,1,2.5,28,4,E-,0,E-,E-,9,6,20,Female
10,4,3-player,CG,2,1,10,5,2.5,27.5,4,E-,0,E-,E-,9,6,20,Female
10,4,3-player,CG,2,4,12,3,2.5,33,3,E-,0,E-,E-,9,6,20,Female
10,4,3-player,CG,2,4,13,3,2.5,35.5,3,E-,0,E-,E-,9,6,20,Female
10,4,3-player,CG,2,1,9,5,2.5,25,4,E-,0,E-,E-,9,6,20,Female
10,4,3-player,CG,2,5,9,1,2.5,33,4,E-,0,E-,E-,9,6,20,Female
10,4,3-player,CG,2,1,8,5,2.5,22.5,4,E-,0,E-,E-,9,6,20,Female
10,4,3-player,CG,2,6,2,5,6.5,13,0,C,0,C,C,1,1,20,Female
10,4,3-player,CG,2,5,8,1,2.5,30.5,4,E-,0,E-,E-,9,6,20,Female
10,4,3-player,CG,2,1,7,5,2.5,20,4,E-,0,E-,E-,9,6,20,Female
10,4,3-player,CG,2,4,14,3,2.5,38,3,E-,0,E-,E-,9,6,20,Female
10,4,3-player,CG,2,1,6,5,2.5,17.5,4,E-,0,E-,E-,9,6,20,Female
10,4,3-player,CG,2,1,11,5,2.5,30,4,E-,0,E-,E-,9,6,20,Female
10,4,3-player,CG,2,5,11,1,2.5,38,4,E-,0,E-,E-,9,6,20,Female
10,4,3-player,CG,2,1,1,5,6,6,0,nC,0,C,C,4,2,20,Female
10,4,3-player,CG,2,5,15,1,2.5,48,4,E-,0,E-,E-,9,6,20,Female
10,4,3-player,CG,2,4,3,3,2.5,10.5,3,nC,0,nC,E,8,5,20,Female
10,4,3-player,CG,2,6,17,5,6.5,110.5,0,C,0,C,C,1,1,20,Female
10,4,3-player,CG,2,6,3,5,6.5,19.5,0,C,0,C,C,1,1,20,Female
10,4,3-player,CG,2,4,2,3,2,8,0,nC,0,nC,nC,6,4,20,Female
10,4,3-player,CG,2,6,7,5,6.5,45.5,0,C,0,C,C,1,1,20,Female
10,4,3-player,CG,2,4,15,3,2.5,40.5,3,E-,0,E-,E-,9,6,20,Female
10,4,3-player,CG,2,1,3,5,2,10,0,nC,0,nC,nC,6,4,20,Female
10,4,3-player,CG,2,5,12,1,2.5,40.5,4,E-,0,E-,E-,9,6,20,Female
10,4,3-player,CG,2,4,5,3,2.5,15.5,3,E-,0,E-,E-,9,6,20,Female
10,4,3-player,CG,2,6,19,5,6.5,123.5,0,C,0,C,C,1,1,20,Female
10,4,3-player,CG,2,6,5,5,6.5,32.5,0,C,0,C,C,1,1,20,Female
10,4,3-player,CG,2,4,4,3,2.5,13,3,E-,0,E-,E-,9,6,20,Female
10,4,3-player,CG,2,5,2,1,6,12,0,nC,0,C,C,4,2,20,Female
10,4,3-player,CG,2,6,4,5,6.5,26,0,C,0,C,C,1,1,20,Female
10,4,3-player,CG,2,1,5,5,2.5,15,4,E-,0,E-,E-,9,6,20,Female
10,4,3-player,CG,2,5,14,1,2.5,45.5,4,E-,0,E-,E-,9,6,20,Female
10,4,3-player,CG,2,5,1,1,6,6,0,nC,0,C,C,4,2,20,Female
10,4,3-player,CG,2,2,3,4,6,18,0,nC,0,C,C,4,2,20,Female
10,4,3-player,CG,2,5,13,1,2.5,43,4,E-,0,E-,E-,9,6,20,Female
10,4,3-player,CG,2,4,6,3,2.5,18,3,E-,0,E-,E-,9,6,20,Female
10,4,3-player,CG,2,1,12,5,2.5,32.5,4,E-,0,E-,E-,9,6,20,Female
10,4,3-player,CG,2,6,6,5,6.5,39,0,C,0,C,C,1,1,20,Female
10,4,3-player,CG,2,1,2,5,2,8,0,nC,0,nC,nC,6,4,20,Female
10,4,3-player,CG,2,5,16,1,2.5,50.5,4,E-,0,E-,E-,9,6,20,Female
10,4,3-player,CG,2,2,1,4,6,6,0,nC,0,C,C,4,2,20,Female
10,4,3-player,CG,2,6,18,5,6.5,117,0,C,0,C,C,1,1,20,Female
10,4,3-player,CG,2,5,20,1,2.5,60.5,4,E-,0,E-,E-,9,6,20,Female
10,4,3-player,CG,2,1,19,5,2.5,50,4,E-,0,E-,E-,9,6,20,Female
10,4,3-player,CG,2,6,8,5,6.5,52,0,C,0,C,C,1,1,20,Female
10,4,3-player,CG,2,1,18,5,2.5,47.5,4,E-,0,E-,E-,9,6,20,Female
10,4,3-player,CG,2,1,4,5,2.5,12.5,4,nC,0,E,nC,8,5,20,Female
10,4,3-player,CG,2,1,13,5,2.5,35,4,E-,0,E-,E-,9,6,20,Female
10,4,3-player,CG,2,1,17,5,2.5,45,4,E-,0,E-,E-,9,6,20,Female
10,4,3-player,CG,2,6,20,5,6.5,130,0,C,0,C,C,1,1,20,Female
10,4,3-player,CG,2,5,17,1,2.5,53,4,E-,0,E-,E-,9,6,20,Female
10,4,3-player,CG,2,2,2,4,6,12,0,nC,0,C,C,4,2,20,Female
10,4,3-player,CG,2,5,3,1,6,18,0,nC,0,C,C,4,2,20,Female
10,4,3-player,CG,2,6,1,5,6.5,6.5,0,C,0,C,C,1,1,20,Female
10,4,3-player,CG,2,4,8,3,2.5,23,3,E-,0,E-,E-,9,6,20,Female
10,4,3-player,CG,2,6,9,5,6.5,58.5,0,C,0,C,C,1,1,20,Female
10,4,3-player,CG,2,1,15,5,2.5,40,4,E-,0,E-,E-,9,6,20,Female
10,4,3-player,CG,2,2,4,4,4,22,0,nC,0,nC,C,5,3,20,Female
10,4,3-player,CG,2,5,19,1,2.5,58,4,E-,0,E-,E-,9,6,20,Female
10,4,3-player,CG,2,5,6,1,2.5,25.5,4,E-,0,E-,E-,9,6,20,Female
10,4,3-player,CG,2,6,21,5,6.5,136.5,0,C,0,C,C,1,1,20,Female
10,4,3-player,CG,2,5,18,1,2.5,55.5,4,E-,0,E-,E-,9,6,20,Female
10,4,3-player,CG,2,4,10,3,2.5,28,3,E-,0,E-,E-,9,6,20,Female
10,4,3-player,CG,2,5,4,1,2.5,20.5,4,nC,0,nC,E,8,5,20,Female
10,4,3-player,CG,2,6,11,5,6.5,71.5,0,C,0,C,C,1,1,20,Female
10,4,3-player,CG,2,3,2,5,6,12,0,nC,0,C,C,4,2,20,Female
10,4,3-player,CG,2,6,10,5,6.5,65,0,C,0,C,C,1,1,20,Female
10,4,3-player,CG,2,1,16,5,2.5,42.5,4,E-,0,E-,E-,9,6,20,Female
10,4,3-player,CG,2,3,1,5,6,6,0,nC,0,C,C,4,2,20,Female
10,4,3-player,CG,2,4,11,3,2.5,30.5,3,E-,0,E-,E-,9,6,20,Female
10,4,3-player,CG,2,4,7,3,2.5,20.5,3,E-,0,E-,E-,9,6,20,Female
10,4,3-player,CG,2,1,14,5,2.5,37.5,4,E-,0,E-,E-,9,6,20,Female
10,4,3-player,CG,2,4,1,3,6,6,0,nC,0,C,C,4,2,20,Female
10,4,3-player,CG,2,6,14,5,6.5,91,0,C,0,C,C,1,1,20,Female
10,4,3-player,CG,2,5,5,1,2.5,23,4,E-,0,E-,E-,9,6,20,Female
10,4,3-player,CG,2,6,15,5,6.5,97.5,0,C,0,C,C,1,1,20,Female
10,4,3-player,CG,2,6,13,5,6.5,84.5,0,C,0,C,C,1,1,20,Female
10,4,3-player,CG,2,6,16,5,6.5,104,0,C,0,C,C,1,1,20,Female
10,4,3-player,CG,2,4,9,3,2.5,25.5,3,E-,0,E-,E-,9,6,20,Female
10,4,3-player,CG,2,6,12,5,6.5,78,0,C,0,C,C,1,1,20,Female
10,5,3-player,CG,2,5,18,8,6.5,117,0,C,0,C,C,1,1,24,Female
10,5,3-player,CG,2,5,19,8,6.5,123.5,0,C,0,C,C,1,1,24,Female
10,5,3-player,CG,2,1,1,1,2.5,2.5,1,C,0,C,E,8,5,24,Female
10,5,3-player,CG,2,5,20,8,6.5,130,0,C,0,C,C,1,1,24,Female
10,5,3-player,CG,2,1,2,1,2.5,5,1,E-,0,E-,E-,9,6,24,Female
10,5,3-player,CG,2,5,17,8,6.5,110.5,0,C,0,C,C,1,1,24,Female
10,5,3-player,CG,2,1,10,1,2.5,25,1,E-,0,E-,E-,9,6,24,Female
10,5,3-player,CG,2,1,8,1,2.5,20,1,E-,0,E-,E-,9,6,24,Female
10,5,3-player,CG,2,1,13,1,2.5,32.5,1,E-,0,E-,E-,9,6,24,Female
10,5,3-player,CG,2,1,9,1,2.5,22.5,1,E-,0,E-,E-,9,6,24,Female
10,5,3-player,CG,2,1,7,1,2.5,17.5,1,E-,0,E-,E-,9,6,24,Female
10,5,3-player,CG,2,1,3,1,2.5,7.5,1,E-,0,E-,E-,9,6,24,Female
10,5,3-player,CG,2,1,6,1,2.5,15,1,E-,0,E-,E-,9,6,24,Female
10,5,3-player,CG,2,1,11,1,2.5,27.5,1,E-,0,E-,E-,9,6,24,Female
10,5,3-player,CG,2,6,15,8,6.5,97.5,0,C,0,C,C,1,1,24,Female
10,5,3-player,CG,2,5,3,8,6.5,19.5,0,C,0,C,C,1,1,24,Female
10,5,3-player,CG,2,1,15,1,2.5,37.5,1,E-,0,E-,E-,9,6,24,Female
10,5,3-player,CG,2,5,15,8,6.5,97.5,0,C,0,C,C,1,1,24,Female
10,5,3-player,CG,2,5,10,8,6.5,65,0,C,0,C,C,1,1,24,Female
10,5,3-player,CG,2,1,5,1,2.5,12.5,1,E-,0,E-,E-,9,6,24,Female
10,5,3-player,CG,2,5,14,8,6.5,91,0,C,0,C,C,1,1,24,Female
10,5,3-player,CG,2,5,9,8,6.5,58.5,0,C,0,C,C,1,1,24,Female
10,5,3-player,CG,2,6,12,8,6.5,78,0,C,0,C,C,1,1,24,Female
10,5,3-player,CG,2,6,7,8,6.5,45.5,0,C,0,C,C,1,1,24,Female
10,5,3-player,CG,2,1,12,1,2.5,30,1,E-,0,E-,E-,9,6,24,Female
10,5,3-player,CG,2,5,12,8,6.5,78,0,C,0,C,C,1,1,24,Female
10,5,3-player,CG,2,5,7,8,6.5,45.5,0,C,0,C,C,1,1,24,Female
10,5,3-player,CG,2,6,1,8,6.5,6.5,0,C,0,C,C,1,1,24,Female
10,5,3-player,CG,2,5,16,8,6.5,104,0,C,0,C,C,1,1,24,Female
10,5,3-player,CG,2,5,11,8,6.5,71.5,0,C,0,C,C,1,1,24,Female
10,5,3-player,CG,2,6,14,8,6.5,91,0,C,0,C,C,1,1,24,Female
10,5,3-player,CG,2,5,2,8,6.5,13,0,C,0,C,C,1,1,24,Female
10,5,3-player,CG,2,1,14,1,2.5,35,1,E-,0,E-,E-,9,6,24,Female
10,5,3-player,CG,2,6,13,8,6.5,84.5,0,C,0,C,C,1,1,24,Female
10,5,3-player,CG,2,6,8,8,6.5,52,0,C,0,C,C,1,1,24,Female
10,5,3-player,CG,2,1,4,1,2.5,10,1,E-,0,E-,E-,9,6,24,Female
10,5,3-player,CG,2,5,13,8,6.5,84.5,0,C,0,C,C,1,1,24,Female
10,5,3-player,CG,2,5,8,8,6.5,52,0,C,0,C,C,1,1,24,Female
10,5,3-player,CG,2,6,16,8,6.5,104,0,C,0,C,C,1,1,24,Female
10,5,3-player,CG,2,5,4,8,6.5,26,0,C,0,C,C,1,1,24,Female
10,5,3-player,CG,2,1,16,1,2.5,40,1,E-,0,E-,E-,9,6,24,Female
10,5,3-player,CG,2,4,5,2,6.5,32.5,0,C,0,C,C,1,1,24,Female
10,5,3-player,CG,2,6,10,8,6.5,65,0,C,0,C,C,1,1,24,Female
10,5,3-player,CG,2,4,13,2,6.5,84.5,0,C,0,C,C,1,1,24,Female
